timestamp,distance_m
1779618446.4490952,12.050322282314301
1779618446.501874,12.050322282314301
1779618446.6817966,12.051427760124206
1779618446.7426069,12.051427760124206
1779618446.7943392,12.051427760124206
1779618446.9346743,12.051878139972686
1779618447.0157378,12.051878139972686
1779618447.1144068,2.2212324690818788
1779618447.1780472,2.2212324690818788
1779618447.2333183,2.2212324690818788
1779618447.4054966,12.052041914463043
1779618447.462727,12.052041914463043
1779618447.5178194,12.052041914463043
1779618447.675979,12.051714365482331
1779618447.7318273,12.051714365482331
1779618447.7949247,12.051714365482331
1779618447.952706,12.05126398563385
1779618448.0105217,12.05126398563385
1779618448.0620914,12.05126398563385
1779618448.2207546,12.05216474533081
1779618448.2793446,12.05216474533081
1779618448.3346407,12.05216474533081
1779618448.4888203,12.052451350688933
1779618448.5558453,12.052451350688933
1779618448.6109335,12.052451350688933
1779618448.7393334,5.970767538547516
1779618448.793366,5.970767538547516
1779618448.8463373,5.970767538547516
1779618448.9984066,12.049994733333588
1779618449.0493348,12.049994733333588
1779618449.107634,12.049994733333588
1779618449.2830417,12.050649831295013
1779618449.3396635,12.050649831295013
1779618449.3960428,12.050649831295013
1779618449.5521355,12.049585297107697
1779618449.6041422,12.049585297107697
1779618449.65721,12.049585297107697
1779618449.8267314,12.049544353485107
1779618449.886511,12.049544353485107
1779618449.9398372,12.049544353485107
1779618450.0929222,12.051100211143494
1779618450.1494288,12.051100211143494
1779618450.2012248,12.051100211143494
1779618450.3755093,12.051304929256439
1779618450.4308488,12.051304929256439
1779618450.4881134,12.051304929256439
1779618450.6485493,12.051796252727508
1779618450.7057595,12.051796252727508
1779618450.8627307,12.049585297107697
1779618450.9170895,12.049585297107697
1779618451.0271654,3.9481525826454162
1779618451.0867937,3.9481525826454162
1779618451.1394722,3.9481525826454162
1779618451.246612,7.086153705120086
1779618451.3272984,7.086153705120086
1779618451.380124,7.086153705120086
1779618451.5338223,11.755855748653412
1779618451.587441,11.755855748653412
1779618451.6417465,11.755855748653412
1779618451.8216314,12.048848311901093
1779618451.8785555,12.048848311901093
1779618451.9350152,12.048848311901093
1779618452.0202513,1.8503241920471192
1779618452.072766,1.8503241920471192
1779618452.1240704,1.8503241920471192
1779618452.2055295,1.8503241920471192
1779618452.350449,12.0484388756752
1779618452.4144578,12.0484388756752
1779618452.5507426,12.052410407066345
1779618452.6053212,12.052410407066345
1779618452.6618876,12.052410407066345
1779618452.8213847,12.22494683265686
1779618452.881259,12.22494683265686
1779618452.9345217,12.22494683265686
1779618453.0972033,12.050281338691711
1779618453.153639,12.050281338691711
1779618453.2766457,5.610136110782623
1779618453.3341625,5.610136110782623
1779618453.38552,5.610136110782623
1779618453.5376413,12.049544353485107
1779618453.5953639,12.049544353485107
1779618453.6478102,12.049544353485107
1779618453.814623,12.048643593788148
1779618453.8718162,12.048643593788148
1779618453.924879,12.048643593788148
1779618454.1066074,12.070261826515198
1779618454.163277,12.070261826515198
1779618454.2755787,1.4709815287590027
1779618454.332522,1.4709815287590027
1779618454.3913393,1.4709815287590027
1779618454.5534408,12.04901208639145
1779618454.6099617,12.04901208639145
1779618454.6684225,12.04901208639145
1779618454.8328404,12.05077266216278
1779618454.8905094,12.05077266216278
1779618455.0514982,12.146457908153534
1779618455.1082137,12.146457908153534
1779618455.2803829,12.05122304201126
1779618455.3325908,12.05122304201126
1779618455.3903801,12.05122304201126
1779618455.5226636,7.323258223533631
1779618455.574979,7.323258223533631
1779618455.6595893,7.323258223533631
1779618455.797487,12.051141154766082
1779618455.8760464,12.051141154766082
1779618456.012904,12.047292454242706
1779618456.0672839,12.047292454242706
1779618456.1236627,12.047292454242706
1779618456.2872798,12.054416644573212
1779618456.343315,12.054416644573212
1779618456.3967552,12.054416644573212
1779618456.5432203,11.3937912940979
1779618456.598322,11.3937912940979
1779618456.6574264,11.3937912940979
1779618456.821801,12.049503409862519
1779618456.8734295,12.049503409862519
1779618456.930373,12.049503409862519
1779618457.057054,9.143529796600342
1779618457.1132925,9.143529796600342
1779618457.1685843,9.143529796600342
1779618457.3238492,12.048848311901093
1779618457.3804853,12.048848311901093
1779618457.4718618,0.8701338672637939
1779618457.5245473,0.8701338672637939
1779618457.6007872,0.8701338672637939
1779618457.6531181,0.8701338672637939
1779618457.8015018,12.04901208639145
1779618457.8775816,12.04901208639145
1779618458.0229118,12.904324362277984
1779618458.0779867,12.904324362277984
1779618458.1298864,12.904324362277984
1779618458.2974257,10.514526998996734
1779618458.3662412,10.514526998996734
1779618458.4174314,10.514526998996734
1779618458.5668569,12.049585297107697
1779618458.621159,12.049585297107697
1779618458.768252,12.049585297107697
1779618458.8193276,12.049585297107697
1779618458.9686375,12.048766424655915
1779618459.0207171,12.048766424655915
1779618459.0743666,12.048766424655915
1779618459.2173872,8.06511572122574
1779618459.272565,8.06511572122574
1779618459.3308465,8.06511572122574
1779618459.503907,12.048602650165558
1779618459.55999,12.048602650165558
1779618459.7264388,12.049134917259217
1779618459.7846777,12.049134917259217
1779618459.8400514,12.049134917259217
1779618459.9911656,9.499370820522309
1779618460.0472112,9.499370820522309
1779618460.2196627,12.049093973636626
1779618460.2749097,12.049093973636626
1779618460.330146,12.049093973636626
1779618460.4800444,12.049994733333588
1779618460.5335395,12.049994733333588
1779618460.5968215,12.049994733333588
1779618460.754227,12.04856170654297
1779618460.8103685,12.04856170654297
1779618460.8694358,12.04856170654297
1779618461.0312312,12.048234157562256
1779618461.0880256,12.048234157562256
1779618461.2583246,12.047292454242706
1779618461.3145874,12.047292454242706
1779618461.469238,12.04847981929779
1779618461.5336747,12.04847981929779
1779618461.5915663,12.04847981929779
1779618461.7443993,12.047660946846008
1779618461.8012414,12.047660946846008
1779618461.852597,12.047660946846008
1779618462.0207264,12.049626240730285
1779618462.0758579,12.049626240730285
1779618462.1299722,12.049626240730285
1779618462.276218,7.3403726577758786
1779618462.3321836,7.3403726577758786
1779618462.3960779,7.3403726577758786
1779618462.5616906,12.048725481033324
1779618462.6147945,12.048725481033324
1779618462.668824,12.048725481033324
1779618462.8031733,9.571349709033965
1779618462.8567533,9.571349709033965
1779618462.9094036,9.571349709033965
1779618463.0391815,5.425848865509034
1779618463.0989285,5.425848865509034
1779618463.1813538,5.425848865509034
1779618463.3300114,12.092903649806976
1779618463.3829947,12.092903649806976
1779618463.43876,12.092903649806976
1779618463.6077034,12.050608887672425
1779618463.6637943,12.050608887672425
1779618463.7854805,4.331343946456909
1779618463.8872433,4.331343946456909
1779618463.9381053,4.331343946456909
1779618464.0741773,12.047333397865295
1779618464.127112,12.047333397865295
1779618464.1805696,12.047333397865295
1779618464.3467853,12.049708127975464
1779618464.4032915,12.049708127975464
1779618464.4585662,12.049708127975464
1779618464.6157546,12.051100211143494
1779618464.6694677,12.051100211143494
1779618464.7295911,12.051100211143494
1779618464.8956308,12.049093973636626
1779618464.9559715,12.049093973636626
1779618465.1281817,12.048070383071899
1779618465.1825852,12.048070383071899
1779618465.2378938,12.048070383071899
1779618465.4312148,12.04897114276886
1779618465.4921608,12.04897114276886
1779618465.6570077,12.049053030014038
1779618465.7090607,12.049053030014038
1779618465.8803625,12.049053030014038
1779618465.9373395,12.049053030014038
1779618465.9916668,12.049053030014038
1779618466.1539078,12.047538115978242
1779618466.206297,12.047538115978242
1779618466.2587397,12.047538115978242
1779618466.3552399,2.0820241522789003
1779618466.4073968,2.0820241522789003
1779618466.4586966,2.0820241522789003
1779618466.5568373,2.1595304298400877
