541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
541073423,0,0,0,0
