13,overtaking
15,overtaking
17,overtaking
18,overtaking
19,overtaking
19,tailgating
20,overtaking
20,tailgating
21,overtaking
21,tailgating
22,tailgating
22,tailgating
23,tailgating
23,tailgating
24,tailgating
24,tailgating
25,tailgating
25,tailgating
29,tailgating
39,tailgating
46,tailgating
61,overtaking
280,overtaking
373,tailgating
395,tailgating
453,tailgating
520,tailgating
529,tailgating
577,tailgating
601,tailgating
627,tailgating
642,tailgating
655,overtaking
715,tailgating
716,tailgating
750,tailgating
751,tailgating
788,overtaking
789,overtaking
790,overtaking
791,overtaking
792,overtaking
794,overtaking
795,overtaking
796,overtaking
797,overtaking
798,overtaking
799,overtaking
800,tailgating
805,tailgating
806,tailgating
807,tailgating
830,tailgating
977,tailgating
982,overtaking
983,overtaking
984,overtaking
985,overtaking
985,tailgating
988,overtaking
989,overtaking
989,tailgating
990,tailgating
991,tailgating
992,tailgating
1003,tailgating
1018,tailgating
1029,tailgating
1032,tailgating
