1779618828.8407393,32.0
1779618828.8407393,29.0
1779618828.8407393,29.0
1779618828.8407393,32.0
1779618828.8407393,29.0
1779618828.8407393,22.0
1779618828.8407393,32.0
1779618828.8407393,29.0
1779618828.8407393,25.0
1779618828.8407393,25.0
1779618828.8407393,25.0
1779618828.8407393,29.0
1779618828.8407393,19.0
1779618828.8407393,19.0
1779618828.8407393,25.0
1779618828.8407393,32.0
1779618828.8407393,12.0
1779618828.8407393,19.0
1779618828.8407393,22.0
1779618828.8407393,25.0
1779618828.8407393,19.0
1779618828.8407393,22.0
1779618828.8407393,22.0
1779618828.8407393,22.0
1779618828.8407393,19.0
1779618828.8407393,16.0
1779618828.8407393,25.0
1779618828.8407393,16.0
1779618828.8407393,9.0
1779618828.8407393,12.0
1779618828.8407393,9.0
1779618828.8407393,19.0
1779618828.8407393,22.0
1779618828.8407393,12.0
1779618828.8407393,9.0
1779618828.8407393,12.0
1779618828.8407393,12.0
1779618828.8407393,12.0
1779618828.8407393,12.0
1779618828.8407393,19.0
1779618828.8407393,12.0
1779618828.8407393,9.0
1779618828.8407393,16.0
1779618828.8407393,12.0
1779618828.8407393,12.0
1779618828.8407393,6.0
1779618828.8407393,12.0
1779618828.8407393,9.0
1779618828.8407393,6.0
1779618828.8407393,3.0
1779618828.8407393,6.0
1779618828.8407393,3.0
1779618828.8407393,9.0
1779618828.8407393,6.0
1779618828.8407393,3.0
1779618828.8407393,12.0
1779618828.8407393,3.0
1779618828.8407393,3.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,3.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,16.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,12.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
1779618828.8407393,0.0
